# Pong Object Coordinates - Level pong-0
# Format: frame_number,image_file,object_type,x,y,width,height,center_x,center_y

# Frame 0, Action: fire, Step: 0
266,frame_000266.png,score_right,122,11,8,8,122,11
# Frame 267, Action: fire, Step: 16
267,frame_000267.png,player_paddle,142,103,10,30,142,103
267,frame_000267.png,score_left,42,11,8,8,42,11
267,frame_000267.png,score_right,122,11,8,8,122,11
# Frame 268, Action: fire, Step: 17
268,frame_000268.png,player_paddle,142,103,10,30,142,103
268,frame_000268.png,score_left,42,11,8,8,42,11
268,frame_000268.png,score_right,122,11,8,8,122,11
# Frame 269, Action: fire, Step: 18
269,frame_000269.png,player_paddle,142,103,10,30,142,103
269,frame_000269.png,score_left,42,11,8,8,42,11
269,frame_000269.png,score_right,122,11,8,8,122,11
# Frame 270, Action: fire, Step: 19
270,frame_000270.png,player_paddle,142,103,10,30,142,103
270,frame_000270.png,score_left,42,11,8,8,42,11
270,frame_000270.png,score_right,122,11,8,8,122,11
# Frame 271, Action: fire, Step: 20
271,frame_000271.png,player_paddle,142,103,10,30,142,103
271,frame_000271.png,enemy_paddle,18,122,10,30,18,122
271,frame_000271.png,ball,79,117,4,4,79,117
271,frame_000271.png,score_left,42,11,8,8,42,11
271,frame_000271.png,score_right,122,11,8,8,122,11
# Frame 272, Action: fire, Step: 0
272,frame_000272.png,player_paddle,142,103,10,30,142,103
272,frame_000272.png,score_left,42,11,8,8,42,11
272,frame_000272.png,score_right,122,11,8,8,122,11
# Frame 273, Action: fire, Step: 1
273,frame_000273.png,player_paddle,142,103,10,30,142,103
273,frame_000273.png,score_left,42,11,8,8,42,11
273,frame_000273.png,score_right,122,11,8,8,122,11
# Frame 274, Action: fire, Step: 2
274,frame_000274.png,player_paddle,142,103,10,30,142,103
274,frame_000274.png,score_left,42,11,8,8,42,11
274,frame_000274.png,score_right,122,11,8,8,122,11
# Frame 275, Action: fire, Step: 3
275,frame_000275.png,player_paddle,142,103,10,30,142,103
275,frame_000275.png,score_left,42,11,8,8,42,11
275,frame_000275.png,score_right,122,11,8,8,122,11
# Frame 276, Action: fire, Step: 4
276,frame_000276.png,player_paddle,142,103,10,30,142,103
276,frame_000276.png,score_left,42,11,8,8,42,11
276,frame_000276.png,score_right,122,11,8,8,122,11
# Frame 277, Action: fire, Step: 5
277,frame_000277.png,player_paddle,142,103,10,30,142,103
277,frame_000277.png,score_left,42,11,8,8,42,11
277,frame_000277.png,score_right,122,11,8,8,122,11
# Frame 278, Action: fire, Step: 6
278,frame_000278.png,player_paddle,142,103,10,30,142,103
278,frame_000278.png,score_left,42,11,8,8,42,11
278,frame_000278.png,score_right,122,11,8,8,122,11
# Frame 279, Action: fire, Step: 7
279,frame_000279.png,player_paddle,142,103,10,30,142,103
279,frame_000279.png,score_left,42,11,8,8,42,11
279,frame_000279.png,score_right,122,11,8,8,122,11
# Frame 280, Action: fire, Step: 8
280,frame_000280.png,player_paddle,142,103,10,30,142,103
280,frame_000280.png,score_left,42,11,8,8,42,11
280,frame_000280.png,score_right,122,11,8,8,122,11
# Frame 281, Action: fire, Step: 9
281,frame_000281.png,player_paddle,142,103,10,30,142,103
281,frame_000281.png,score_left,42,11,8,8,42,11
281,frame_000281.png,score_right,122,11,8,8,122,11
# Frame 282, Action: fire, Step: 10
282,frame_000282.png,player_paddle,142,103,10,30,142,103
282,frame_000282.png,score_left,42,11,8,8,42,11
282,frame_000282.png,score_right,122,11,8,8,122,11
# Frame 283, Action: fire, Step: 11
283,frame_000283.png,player_paddle,142,103,10,30,142,103
283,frame_000283.png,score_left,42,11,8,8,42,11
283,frame_000283.png,score_right,122,11,8,8,122,11
# Frame 284, Action: fire, Step: 12
284,frame_000284.png,player_paddle,142,103,10,30,142,103
284,frame_000284.png,score_left,42,11,8,8,42,11
284,frame_000284.png,score_right,122,11,8,8,122,11
# Frame 285, Action: fire, Step: 13
285,frame_000285.png,player_paddle,142,103,10,30,142,103
285,frame_000285.png,score_left,42,11,8,8,42,11
285,frame_000285.png,score_right,122,11,8,8,122,11
# Frame 286, Action: fire, Step: 14
286,frame_000286.png,player_paddle,142,103,10,30,142,103
286,frame_000286.png,score_left,42,11,8,8,42,11
286,frame_000286.png,score_right,122,11,8,8,122,11
# Frame 287, Action: fire, Step: 15
287,frame_000287.png,player_paddle,142,103,10,30,142,103
287,frame_000287.png,score_left,42,11,8,8,42,11
287,frame_000287.png,score_right,122,11,8,8,122,11
# Frame 288, Action: fire, Step: 16
288,frame_000288.png,player_paddle,142,103,10,30,142,103
288,frame_000288.png,score_left,42,11,8,8,42,11
288,frame_000288.png,score_right,122,11,8,8,122,11
# Frame 289, Action: fire, Step: 17
289,frame_000289.png,player_paddle,142,103,10,30,142,103
289,frame_000289.png,score_left,42,11,8,8,42,11
289,frame_000289.png,score_right,122,11,8,8,122,11
# Frame 290, Action: fire, Step: 18
290,frame_000290.png,player_paddle,142,103,10,30,142,103
290,frame_000290.png,score_left,42,11,8,8,42,11
290,frame_000290.png,score_right,122,11,8,8,122,11
# Frame 291, Action: fire, Step: 19
291,frame_000291.png,player_paddle,142,103,10,30,142,103
291,frame_000291.png,score_left,42,11,8,8,42,11
291,frame_000291.png,score_right,122,11,8,8,122,11
# Frame 292, Action: fire, Step: 20
292,frame_000292.png,player_paddle,142,103,10,30,142,103
292,frame_000292.png,score_left,42,11,8,8,42,11
292,frame_000292.png,score_right,122,11,8,8,122,11
# Frame 293, Action: fire, Step: 21
293,frame_000293.png,player_paddle,142,103,10,30,142,103
293,frame_000293.png,enemy_paddle,18,124,10,30,18,124
293,frame_000293.png,ball,76,120,4,4,76,120
293,frame_000293.png,score_left,42,11,8,8,42,11
293,frame_000293.png,score_right,122,11,8,8,122,11
# Frame 294, Action: fire, Step: 0
294,frame_000294.png,player_paddle,142,103,10,30,142,103
294,frame_000294.png,score_left,42,11,8,8,42,11
294,frame_000294.png,score_right,122,11,8,8,122,11
# Frame 295, Action: fire, Step: 1
295,frame_000295.png,player_paddle,142,103,10,30,142,103
295,frame_000295.png,score_left,42,11,8,8,42,11
295,frame_000295.png,score_right,122,11,8,8,122,11
# Frame 296, Action: fire, Step: 2
296,frame_000296.png,player_paddle,142,103,10,30,142,103
296,frame_000296.png,score_left,42,11,8,8,42,11
296,frame_000296.png,score_right,122,11,8,8,122,11
# Frame 297, Action: fire, Step: 3
297,frame_000297.png,player_paddle,142,103,10,30,142,103
297,frame_000297.png,score_left,42,11,8,8,42,11
297,frame_000297.png,score_right,122,11,8,8,122,11
# Frame 298, Action: fire, Step: 4
298,frame_000298.png,player_paddle,142,103,10,30,142,103
298,frame_000298.png,score_left,42,11,8,8,42,11
298,frame_000298.png,score_right,122,11,8,8,122,11
# Frame 299, Action: fire, Step: 5
299,frame_000299.png,player_paddle,142,103,10,30,142,103
299,frame_000299.png,score_left,42,11,8,8,42,11
299,frame_000299.png,score_right,122,11,8,8,122,11
# Frame 300, Action: fire, Step: 6
300,frame_000300.png,player_paddle,142,103,10,30,142,103
300,frame_000300.png,score_left,42,11,8,8,42,11
300,frame_000300.png,score_right,122,11,8,8,122,11
# Frame 301, Action: fire, Step: 7
301,frame_000301.png,player_paddle,142,103,10,30,142,103
301,frame_000301.png,score_left,42,11,8,8,42,11
301,frame_000301.png,score_right,122,11,8,8,122,11
# Frame 302, Action: fire, Step: 8
302,frame_000302.png,player_paddle,142,103,10,30,142,103
302,frame_000302.png,score_left,42,11,8,8,42,11
302,frame_000302.png,score_right,122,11,8,8,122,11
# Frame 303, Action: fire, Step: 9
303,frame_000303.png,player_paddle,142,103,10,30,142,103
303,frame_000303.png,score_left,42,11,8,8,42,11
303,frame_000303.png,score_right,122,11,8,8,122,11
# Frame 304, Action: fire, Step: 10
304,frame_000304.png,player_paddle,142,103,10,30,142,103
304,frame_000304.png,score_left,42,11,8,8,42,11
304,frame_000304.png,score_right,122,11,8,8,122,11
# Frame 305, Action: fire, Step: 11
305,frame_000305.png,player_paddle,142,103,10,30,142,103
305,frame_000305.png,score_left,42,11,8,8,42,11
305,frame_000305.png,score_right,122,11,8,8,122,11
# Frame 306, Action: fire, Step: 12
306,frame_000306.png,player_paddle,142,103,10,30,142,103
306,frame_000306.png,score_left,42,11,8,8,42,11
306,frame_000306.png,score_right,122,11,8,8,122,11
# Frame 307, Action: fire, Step: 13
307,frame_000307.png,player_paddle,142,103,10,30,142,103
307,frame_000307.png,score_left,42,11,8,8,42,11
307,frame_000307.png,score_right,122,11,8,8,122,11
# Frame 308, Action: fire, Step: 14
308,frame_000308.png,player_paddle,142,103,10,30,142,103
308,frame_000308.png,score_left,42,11,8,8,42,11
308,frame_000308.png,score_right,122,11,8,8,122,11
# Frame 309, Action: fire, Step: 15
309,frame_000309.png,player_paddle,142,103,10,30,142,103
309,frame_000309.png,score_left,42,11,8,8,42,11
309,frame_000309.png,score_right,122,11,8,8,122,11
# Frame 310, Action: fire, Step: 16
310,frame_000310.png,player_paddle,142,103,10,30,142,103
310,frame_000310.png,score_left,42,11,8,8,42,11
310,frame_000310.png,score_right,122,11,8,8,122,11
# Frame 311, Action: fire, Step: 17
311,frame_000311.png,player_paddle,142,103,10,30,142,103
311,frame_000311.png,score_left,42,11,8,8,42,11
311,frame_000311.png,score_right,122,11,8,8,122,11
# Frame 312, Action: fire, Step: 18
312,frame_000312.png,player_paddle,142,103,10,30,142,103
312,frame_000312.png,enemy_paddle,18,124,10,30,18,124
312,frame_000312.png,ball,77,119,4,4,77,119
312,frame_000312.png,score_left,42,11,8,8,42,11
312,frame_000312.png,score_right,122,11,8,8,122,11
# Frame 313, Action: noop, Step: 19
313,frame_000313.png,player_paddle,142,103,10,30,142,103
313,frame_000313.png,enemy_paddle,18,126,10,30,18,126
313,frame_000313.png,ball,74,122,4,4,74,122
313,frame_000313.png,score_left,42,11,8,8,42,11
313,frame_000313.png,score_right,122,11,8,8,122,11
# Frame 314, Action: fire, Step: 0
314,frame_000314.png,player_paddle,142,103,10,30,142,103
314,frame_000314.png,score_left,42,11,8,8,42,11
314,frame_000314.png,score_right,122,11,8,8,122,11
# Frame 315, Action: fire, Step: 1
315,frame_000315.png,player_paddle,142,103,10,30,142,103
315,frame_000315.png,score_left,42,11,8,8,42,11
315,frame_000315.png,score_right,122,11,8,8,122,11
# Frame 316, Action: fire, Step: 2
316,frame_000316.png,player_paddle,142,103,10,30,142,103
316,frame_000316.png,score_left,42,11,8,8,42,11
316,frame_000316.png,score_right,122,11,8,8,122,11
# Frame 317, Action: fire, Step: 3
317,frame_000317.png,player_paddle,142,103,10,30,142,103
317,frame_000317.png,score_left,42,11,8,8,42,11
317,frame_000317.png,score_right,122,11,8,8,122,11
# Frame 318, Action: fire, Step: 4
318,frame_000318.png,player_paddle,142,103,10,30,142,103
318,frame_000318.png,score_left,42,11,8,8,42,11
318,frame_000318.png,score_right,122,11,8,8,122,11
# Frame 319, Action: fire, Step: 5
319,frame_000319.png,player_paddle,142,103,10,30,142,103
319,frame_000319.png,score_left,42,11,8,8,42,11
319,frame_000319.png,score_right,122,11,8,8,122,11
# Frame 320, Action: fire, Step: 6
320,frame_000320.png,player_paddle,142,103,10,30,142,103
320,frame_000320.png,score_left,42,11,8,8,42,11
320,frame_000320.png,score_right,122,11,8,8,122,11
# Frame 321, Action: fire, Step: 7
321,frame_000321.png,player_paddle,142,103,10,30,142,103
321,frame_000321.png,score_left,42,11,8,8,42,11
321,frame_000321.png,score_right,122,11,8,8,122,11
# Frame 322, Action: fire, Step: 8
322,frame_000322.png,player_paddle,142,103,10,30,142,103
322,frame_000322.png,score_left,42,11,8,8,42,11
322,frame_000322.png,score_right,122,11,8,8,122,11
# Frame 323, Action: fire, Step: 9
323,frame_000323.png,player_paddle,142,103,10,30,142,103
323,frame_000323.png,score_left,42,11,8,8,42,11
323,frame_000323.png,score_right,122,11,8,8,122,11
# Frame 324, Action: fire, Step: 10
324,frame_000324.png,player_paddle,142,103,10,30,142,103
324,frame_000324.png,score_left,42,11,8,8,42,11
324,frame_000324.png,score_right,122,11,8,8,122,11
# Frame 325, Action: fire, Step: 11
325,frame_000325.png,player_paddle,142,103,10,30,142,103
325,frame_000325.png,score_left,42,11,8,8,42,11
325,frame_000325.png,score_right,122,11,8,8,122,11
# Frame 326, Action: fire, Step: 12
326,frame_000326.png,player_paddle,142,103,10,30,142,103
326,frame_000326.png,score_left,42,11,8,8,42,11
326,frame_000326.png,score_right,122,11,8,8,122,11
# Frame 327, Action: fire, Step: 13
327,frame_000327.png,player_paddle,142,103,10,30,142,103
327,frame_000327.png,score_left,42,11,8,8,42,11
327,frame_000327.png,score_right,122,11,8,8,122,11
# Frame 328, Action: fire, Step: 14
328,frame_000328.png,player_paddle,142,103,10,30,142,103
328,frame_000328.png,score_left,42,11,8,8,42,11
328,frame_000328.png,score_right,122,11,8,8,122,11
# Frame 329, Action: fire, Step: 15
329,frame_000329.png,player_paddle,142,103,10,30,142,103
329,frame_000329.png,score_left,42,11,8,8,42,11
329,frame_000329.png,score_right,122,11,8,8,122,11
# Frame 330, Action: fire, Step: 16
330,frame_000330.png,player_paddle,142,103,10,30,142,103
330,frame_000330.png,score_left,42,11,8,8,42,11
330,frame_000330.png,score_right,122,11,8,8,122,11
# Frame 331, Action: fire, Step: 17
331,frame_000331.png,player_paddle,142,103,10,30,142,103
331,frame_000331.png,score_left,42,11,8,8,42,11
331,frame_000331.png,score_right,122,11,8,8,122,11
# Frame 332, Action: fire, Step: 18
332,frame_000332.png,player_paddle,142,103,10,30,142,103
332,frame_000332.png,enemy_paddle,18,124,10,30,18,124
332,frame_000332.png,ball,76,120,4,4,76,120
332,frame_000332.png,score_left,42,11,8,8,42,11
332,frame_000332.png,score_right,122,11,8,8,122,11
# Frame 333, Action: noop, Step: 19
333,frame_000333.png,player_paddle,142,103,10,30,142,103
333,frame_000333.png,enemy_paddle,18,128,10,30,18,128
333,frame_000333.png,ball,72,124,4,4,72,124
333,frame_000333.png,score_left,42,11,8,8,42,11
333,frame_000333.png,score_right,122,11,8,8,122,11
# Frame 334, Action: noop, Step: 20
334,frame_000334.png,player_paddle,142,103,10,30,142,103
334,frame_000334.png,enemy_paddle,18,132,10,30,18,132
334,frame_000334.png,ball,69,127,4,4,69,127
334,frame_000334.png,score_left,42,11,8,8,42,11
334,frame_000334.png,score_right,122,11,8,8,122,11
# Frame 335, Action: noop, Step: 21
335,frame_000335.png,player_paddle,142,103,10,30,142,103
335,frame_000335.png,enemy_paddle,18,134,10,30,18,134
335,frame_000335.png,ball,66,130,4,4,66,130
335,frame_000335.png,score_left,42,11,8,8,42,11
335,frame_000335.png,score_right,122,11,8,8,122,11
# Frame 336, Action: noop, Step: 22
336,frame_000336.png,player_paddle,142,103,10,30,142,103
336,frame_000336.png,enemy_paddle,18,138,10,30,18,138
336,frame_000336.png,ball,63,133,4,4,63,133
336,frame_000336.png,score_left,42,11,8,8,42,11
336,frame_000336.png,score_right,122,11,8,8,122,11
# Frame 337, Action: fire, Step: 0
337,frame_000337.png,player_paddle,142,103,10,30,142,103
337,frame_000337.png,score_left,42,11,8,8,42,11
337,frame_000337.png,score_right,122,11,8,8,122,11
# Frame 338, Action: fire, Step: 1
338,frame_000338.png,player_paddle,142,103,10,30,142,103
338,frame_000338.png,score_left,42,11,8,8,42,11
338,frame_000338.png,score_right,122,11,8,8,122,11
# Frame 339, Action: fire, Step: 2
339,frame_000339.png,player_paddle,142,103,10,30,142,103
339,frame_000339.png,score_left,42,11,8,8,42,11
339,frame_000339.png,score_right,122,11,8,8,122,11
# Frame 340, Action: fire, Step: 3
340,frame_000340.png,player_paddle,142,103,10,30,142,103
340,frame_000340.png,score_left,42,11,8,8,42,11
340,frame_000340.png,score_right,122,11,8,8,122,11
# Frame 341, Action: fire, Step: 4
341,frame_000341.png,player_paddle,142,103,10,30,142,103
341,frame_000341.png,score_left,42,11,8,8,42,11
341,frame_000341.png,score_right,122,11,8,8,122,11
# Frame 342, Action: fire, Step: 5
342,frame_000342.png,player_paddle,142,103,10,30,142,103
342,frame_000342.png,score_left,42,11,8,8,42,11
342,frame_000342.png,score_right,122,11,8,8,122,11
# Frame 343, Action: fire, Step: 6
343,frame_000343.png,player_paddle,142,103,10,30,142,103
343,frame_000343.png,score_left,42,11,8,8,42,11
343,frame_000343.png,score_right,122,11,8,8,122,11
# Frame 344, Action: fire, Step: 7
344,frame_000344.png,player_paddle,142,103,10,30,142,103
344,frame_000344.png,score_left,42,11,8,8,42,11
344,frame_000344.png,score_right,122,11,8,8,122,11
# Frame 345, Action: fire, Step: 8
345,frame_000345.png,player_paddle,142,103,10,30,142,103
345,frame_000345.png,score_left,42,11,8,8,42,11
345,frame_000345.png,score_right,122,11,8,8,122,11
# Frame 346, Action: fire, Step: 9
346,frame_000346.png,player_paddle,142,103,10,30,142,103
346,frame_000346.png,score_left,42,11,8,8,42,11
346,frame_000346.png,score_right,122,11,8,8,122,11
# Frame 347, Action: fire, Step: 10
347,frame_000347.png,player_paddle,142,103,10,30,142,103
347,frame_000347.png,score_left,42,11,8,8,42,11
347,frame_000347.png,score_right,122,11,8,8,122,11
# Frame 348, Action: fire, Step: 11
348,frame_000348.png,player_paddle,142,103,10,30,142,103
348,frame_000348.png,score_left,42,11,8,8,42,11
348,frame_000348.png,score_right,122,11,8,8,122,11
# Frame 349, Action: fire, Step: 12
349,frame_000349.png,player_paddle,142,103,10,30,142,103
349,frame_000349.png,score_left,42,11,8,8,42,11
349,frame_000349.png,score_right,122,11,8,8,122,11
# Frame 350, Action: fire, Step: 13
350,frame_000350.png,player_paddle,142,103,10,30,142,103
350,frame_000350.png,score_left,42,11,8,8,42,11
350,frame_000350.png,score_right,122,11,8,8,122,11
# Frame 351, Action: fire, Step: 14
351,frame_000351.png,player_paddle,142,103,10,30,142,103
351,frame_000351.png,score_left,42,11,8,8,42,11
351,frame_000351.png,score_right,122,11,8,8,122,11
# Frame 352, Action: fire, Step: 15
352,frame_000352.png,player_paddle,142,103,10,30,142,103
352,frame_000352.png,score_left,42,11,8,8,42,11
352,frame_000352.png,score_right,122,11,8,8,122,11
# Frame 353, Action: fire, Step: 16
353,frame_000353.png,player_paddle,142,103,10,30,142,103
353,frame_000353.png,enemy_paddle,18,122,10,30,18,122
353,frame_000353.png,ball,79,117,4,4,79,117
353,frame_000353.png,score_left,42,11,8,8,42,11
353,frame_000353.png,score_right,122,11,8,8,122,11
# Frame 354, Action: noop, Step: 17
354,frame_000354.png,player_paddle,142,103,10,30,142,103
354,frame_000354.png,enemy_paddle,18,124,10,30,18,124
354,frame_000354.png,ball,76,120,4,4,76,120
354,frame_000354.png,score_left,42,11,8,8,42,11
354,frame_000354.png,score_right,122,11,8,8,122,11
# Frame 355, Action: noop, Step: 18
355,frame_000355.png,player_paddle,142,103,10,30,142,103
355,frame_000355.png,enemy_paddle,18,128,10,30,18,128
355,frame_000355.png,ball,73,123,4,4,73,123
355,frame_000355.png,score_left,42,11,8,8,42,11
355,frame_000355.png,score_right,122,11,8,8,122,11
# Frame 356, Action: noop, Step: 19
356,frame_000356.png,player_paddle,142,103,10,30,142,103
356,frame_000356.png,enemy_paddle,18,130,10,30,18,130
356,frame_000356.png,ball,71,125,4,4,71,125
356,frame_000356.png,score_left,42,11,8,8,42,11
356,frame_000356.png,score_right,122,11,8,8,122,11
# Frame 357, Action: noop, Step: 20
357,frame_000357.png,player_paddle,142,103,10,30,142,103
357,frame_000357.png,enemy_paddle,18,132,10,30,18,132
357,frame_000357.png,ball,69,127,4,4,69,127
357,frame_000357.png,score_left,42,11,8,8,42,11
357,frame_000357.png,score_right,122,11,8,8,122,11
# Frame 358, Action: fire, Step: 0
358,frame_000358.png,player_paddle,142,103,10,30,142,103
358,frame_000358.png,score_left,42,11,8,8,42,11
358,frame_000358.png,score_right,122,11,8,8,122,11
# Frame 359, Action: fire, Step: 1
359,frame_000359.png,player_paddle,142,103,10,30,142,103
359,frame_000359.png,score_left,42,11,8,8,42,11
359,frame_000359.png,score_right,122,11,8,8,122,11
# Frame 360, Action: fire, Step: 2
360,frame_000360.png,player_paddle,142,103,10,30,142,103
360,frame_000360.png,score_left,42,11,8,8,42,11
360,frame_000360.png,score_right,122,11,8,8,122,11
# Frame 361, Action: fire, Step: 3
361,frame_000361.png,player_paddle,142,103,10,30,142,103
361,frame_000361.png,score_left,42,11,8,8,42,11
361,frame_000361.png,score_right,122,11,8,8,122,11
# Frame 362, Action: fire, Step: 4
362,frame_000362.png,player_paddle,142,103,10,30,142,103
362,frame_000362.png,score_left,42,11,8,8,42,11
362,frame_000362.png,score_right,122,11,8,8,122,11
# Frame 363, Action: fire, Step: 5
363,frame_000363.png,player_paddle,142,103,10,30,142,103
363,frame_000363.png,score_left,42,11,8,8,42,11
363,frame_000363.png,score_right,122,11,8,8,122,11
# Frame 364, Action: fire, Step: 6
364,frame_000364.png,player_paddle,142,103,10,30,142,103
364,frame_000364.png,score_left,42,11,8,8,42,11
364,frame_000364.png,score_right,122,11,8,8,122,11
# Frame 365, Action: fire, Step: 7
365,frame_000365.png,player_paddle,142,103,10,30,142,103
365,frame_000365.png,score_left,42,11,8,8,42,11
365,frame_000365.png,score_right,122,11,8,8,122,11
# Frame 366, Action: fire, Step: 8
366,frame_000366.png,player_paddle,142,103,10,30,142,103
366,frame_000366.png,score_left,42,11,8,8,42,11
366,frame_000366.png,score_right,122,11,8,8,122,11
# Frame 367, Action: fire, Step: 9
367,frame_000367.png,player_paddle,142,103,10,30,142,103
367,frame_000367.png,score_left,42,11,8,8,42,11
367,frame_000367.png,score_right,122,11,8,8,122,11
# Frame 368, Action: fire, Step: 10
368,frame_000368.png,player_paddle,142,103,10,30,142,103
368,frame_000368.png,score_left,42,11,8,8,42,11
368,frame_000368.png,score_right,122,11,8,8,122,11
# Frame 369, Action: fire, Step: 11
369,frame_000369.png,player_paddle,142,103,10,30,142,103
369,frame_000369.png,score_left,42,11,8,8,42,11
369,frame_000369.png,score_right,122,11,8,8,122,11
# Frame 370, Action: fire, Step: 12
370,frame_000370.png,player_paddle,142,103,10,30,142,103
370,frame_000370.png,score_left,42,11,8,8,42,11
370,frame_000370.png,score_right,122,11,8,8,122,11
# Frame 371, Action: fire, Step: 13
371,frame_000371.png,player_paddle,142,103,10,30,142,103
371,frame_000371.png,score_left,42,11,8,8,42,11
371,frame_000371.png,score_right,122,11,8,8,122,11
# Frame 372, Action: fire, Step: 14
372,frame_000372.png,player_paddle,142,103,10,30,142,103
372,frame_000372.png,score_left,42,11,8,8,42,11
372,frame_000372.png,score_right,122,11,8,8,122,11
# Frame 373, Action: fire, Step: 15
373,frame_000373.png,player_paddle,142,103,10,30,142,103
373,frame_000373.png,score_left,42,11,8,8,42,11
373,frame_000373.png,score_right,122,11,8,8,122,11
# Frame 374, Action: fire, Step: 16
374,frame_000374.png,player_paddle,142,103,10,30,142,103
374,frame_000374.png,score_left,42,11,8,8,42,11
374,frame_000374.png,score_right,122,11,8,8,122,11
# Frame 375, Action: fire, Step: 17
375,frame_000375.png,player_paddle,142,103,10,30,142,103
375,frame_000375.png,score_left,42,11,8,8,42,11
375,frame_000375.png,score_right,122,11,8,8,122,11
# Frame 376, Action: fire, Step: 18
376,frame_000376.png,player_paddle,142,103,10,30,142,103
376,frame_000376.png,score_left,42,11,8,8,42,11
376,frame_000376.png,score_right,122,11,8,8,122,11
# Frame 377, Action: fire, Step: 19
377,frame_000377.png,player_paddle,142,103,10,30,142,103
377,frame_000377.png,enemy_paddle,18,122,10,30,18,122
377,frame_000377.png,ball,78,118,4,4,78,118
377,frame_000377.png,score_left,42,11,8,8,42,11
377,frame_000377.png,score_right,122,11,8,8,122,11
# Frame 378, Action: fire, Step: 0
378,frame_000378.png,player_paddle,142,103,10,30,142,103
378,frame_000378.png,score_left,42,11,8,8,42,11
378,frame_000378.png,score_right,122,11,8,8,122,11
# Frame 379, Action: fire, Step: 1
379,frame_000379.png,player_paddle,142,103,10,30,142,103
379,frame_000379.png,score_left,42,11,8,8,42,11
379,frame_000379.png,score_right,122,11,8,8,122,11
# Frame 380, Action: fire, Step: 2
380,frame_000380.png,player_paddle,142,103,10,30,142,103
380,frame_000380.png,score_left,42,11,8,8,42,11
380,frame_000380.png,score_right,122,11,8,8,122,11
# Frame 381, Action: fire, Step: 3
381,frame_000381.png,player_paddle,142,103,10,30,142,103
381,frame_000381.png,score_left,42,11,8,8,42,11
381,frame_000381.png,score_right,122,11,8,8,122,11
# Frame 382, Action: fire, Step: 4
382,frame_000382.png,player_paddle,142,103,10,30,142,103
382,frame_000382.png,score_left,42,11,8,8,42,11
382,frame_000382.png,score_right,122,11,8,8,122,11
# Frame 383, Action: fire, Step: 5
383,frame_000383.png,player_paddle,142,103,10,30,142,103
383,frame_000383.png,score_left,42,11,8,8,42,11
383,frame_000383.png,score_right,122,11,8,8,122,11
# Frame 384, Action: fire, Step: 6
384,frame_000384.png,player_paddle,142,103,10,30,142,103
384,frame_000384.png,score_left,42,11,8,8,42,11
384,frame_000384.png,score_right,122,11,8,8,122,11
# Frame 385, Action: fire, Step: 7
385,frame_000385.png,player_paddle,142,103,10,30,142,103
385,frame_000385.png,score_left,42,11,8,8,42,11
385,frame_000385.png,score_right,122,11,8,8,122,11
# Frame 386, Action: fire, Step: 8
386,frame_000386.png,player_paddle,142,103,10,30,142,103
386,frame_000386.png,score_left,42,11,8,8,42,11
386,frame_000386.png,score_right,122,11,8,8,122,11
# Frame 387, Action: fire, Step: 9
387,frame_000387.png,player_paddle,142,103,10,30,142,103
387,frame_000387.png,score_left,42,11,8,8,42,11
387,frame_000387.png,score_right,122,11,8,8,122,11
# Frame 388, Action: fire, Step: 10
388,frame_000388.png,player_paddle,142,103,10,30,142,103
388,frame_000388.png,score_left,42,11,8,8,42,11
388,frame_000388.png,score_right,122,11,8,8,122,11
# Frame 389, Action: fire, Step: 11
389,frame_000389.png,player_paddle,142,103,10,30,142,103
389,frame_000389.png,score_left,42,11,8,8,42,11
389,frame_000389.png,score_right,122,11,8,8,122,11
# Frame 390, Action: fire, Step: 12
390,frame_000390.png,player_paddle,142,103,10,30,142,103
390,frame_000390.png,score_left,42,11,8,8,42,11
390,frame_000390.png,score_right,122,11,8,8,122,11
# Frame 391, Action: fire, Step: 13
391,frame_000391.png,player_paddle,142,103,10,30,142,103
391,frame_000391.png,score_left,42,11,8,8,42,11
391,frame_000391.png,score_right,122,11,8,8,122,11
# Frame 392, Action: fire, Step: 14
392,frame_000392.png,player_paddle,142,103,10,30,142,103
392,frame_000392.png,score_left,42,11,8,8,42,11
392,frame_000392.png,score_right,122,11,8,8,122,11
# Frame 393, Action: fire, Step: 15
393,frame_000393.png,player_paddle,142,103,10,30,142,103
393,frame_000393.png,score_left,42,11,8,8,42,11
393,frame_000393.png,score_right,122,11,8,8,122,11
# Frame 394, Action: fire, Step: 16
394,frame_000394.png,player_paddle,142,103,10,30,142,103
394,frame_000394.png,score_left,42,11,8,8,42,11
394,frame_000394.png,score_right,122,11,8,8,122,11
# Frame 395, Action: fire, Step: 17
395,frame_000395.png,player_paddle,142,103,10,30,142,103
395,frame_000395.png,enemy_paddle,18,122,10,30,18,122
395,frame_000395.png,ball,78,118,4,4,78,118
395,frame_000395.png,score_left,42,11,8,8,42,11
395,frame_000395.png,score_right,122,11,8,8,122,11
# Frame 396, Action: fire, Step: 0
396,frame_000396.png,player_paddle,142,103,10,30,142,103
396,frame_000396.png,score_left,42,11,8,8,42,11
396,frame_000396.png,score_right,122,11,8,8,122,11
# Frame 397, Action: fire, Step: 1
397,frame_000397.png,player_paddle,142,103,10,30,142,103
397,frame_000397.png,score_left,42,11,8,8,42,11
397,frame_000397.png,score_right,122,11,8,8,122,11
# Frame 398, Action: fire, Step: 2
398,frame_000398.png,player_paddle,142,103,10,30,142,103
